clip_name,subject,filename,onset,apex,offset,emotion,frame_folder,depth_folder,fold
spNO.148_d_2668,spNO.148,d,2668,2674,2680,fear,CASME3_Dataset\Part_A_ME_clip\Part_A_ME_clip\frame\spNO.148_d_2668,CASME3_Dataset\Part_A_ME_clip\Part_A_ME_clip\depth\spNO.148_d_2668,2
spNO.148_d_4738,spNO.148,d,4738,4741,4770,fear,CASME3_Dataset\Part_A_ME_clip\Part_A_ME_clip\frame\spNO.148_d_4738,CASME3_Dataset\Part_A_ME_clip\Part_A_ME_clip\depth\spNO.148_d_4738,2
spNO.148_e_881,spNO.148,e,881,889,896,disgust,CASME3_Dataset\Part_A_ME_clip\Part_A_ME_clip\frame\spNO.148_e_881,CASME3_Dataset\Part_A_ME_clip\Part_A_ME_clip\depth\spNO.148_e_881,2
spNO.148_f_597,spNO.148,f,597,601,607,fear,CASME3_Dataset\Part_A_ME_clip\Part_A_ME_clip\frame\spNO.148_f_597,CASME3_Dataset\Part_A_ME_clip\Part_A_ME_clip\depth\spNO.148_f_597,2
spNO.148_f_798,spNO.148,f,798,802,807,surprise,CASME3_Dataset\Part_A_ME_clip\Part_A_ME_clip\frame\spNO.148_f_798,CASME3_Dataset\Part_A_ME_clip\Part_A_ME_clip\depth\spNO.148_f_798,2
spNO.148_f_1385,spNO.148,f,1385,1391,1396,disgust,CASME3_Dataset\Part_A_ME_clip\Part_A_ME_clip\frame\spNO.148_f_1385,CASME3_Dataset\Part_A_ME_clip\Part_A_ME_clip\depth\spNO.148_f_1385,2
spNO.148_f_1464,spNO.148,f,1464,1468,1474,fear,CASME3_Dataset\Part_A_ME_clip\Part_A_ME_clip\frame\spNO.148_f_1464,CASME3_Dataset\Part_A_ME_clip\Part_A_ME_clip\depth\spNO.148_f_1464,2
spNO.148_i_133,spNO.148,i,133,139,147,surprise,CASME3_Dataset\Part_A_ME_clip\Part_A_ME_clip\frame\spNO.148_i_133,CASME3_Dataset\Part_A_ME_clip\Part_A_ME_clip\depth\spNO.148_i_133,2
spNO.148_k_1998,spNO.148,k,1998,2005,2058,surprise,CASME3_Dataset\Part_A_ME_clip\Part_A_ME_clip\frame\spNO.148_k_1998,CASME3_Dataset\Part_A_ME_clip\Part_A_ME_clip\depth\spNO.148_k_1998,2
spNO.148_k_2590,spNO.148,k,2590,2595,2599,disgust,CASME3_Dataset\Part_A_ME_clip\Part_A_ME_clip\frame\spNO.148_k_2590,CASME3_Dataset\Part_A_ME_clip\Part_A_ME_clip\depth\spNO.148_k_2590,2
spNO.148_l_1349,spNO.148,l,1349,1353,1364,disgust,CASME3_Dataset\Part_A_ME_clip\Part_A_ME_clip\frame\spNO.148_l_1349,CASME3_Dataset\Part_A_ME_clip\Part_A_ME_clip\depth\spNO.148_l_1349,2
spNO.148_m_337,spNO.148,m,337,343,359,disgust,CASME3_Dataset\Part_A_ME_clip\Part_A_ME_clip\frame\spNO.148_m_337,CASME3_Dataset\Part_A_ME_clip\Part_A_ME_clip\depth\spNO.148_m_337,2
spNO.148_m_1598,spNO.148,m,1598,1603,1614,anger,CASME3_Dataset\Part_A_ME_clip\Part_A_ME_clip\frame\spNO.148_m_1598,CASME3_Dataset\Part_A_ME_clip\Part_A_ME_clip\depth\spNO.148_m_1598,2
spNO.149_g_233,spNO.149,g,233,237,265,others,CASME3_Dataset\Part_A_ME_clip\Part_A_ME_clip\frame\spNO.149_g_233,CASME3_Dataset\Part_A_ME_clip\Part_A_ME_clip\depth\spNO.149_g_233,3
spNO.149_i_1826,spNO.149,i,1826,1832,1833,disgust,CASME3_Dataset\Part_A_ME_clip\Part_A_ME_clip\frame\spNO.149_i_1826,CASME3_Dataset\Part_A_ME_clip\Part_A_ME_clip\depth\spNO.149_i_1826,3
spNO.149_i_1848,spNO.149,i,1848,1852,1861,surprise,CASME3_Dataset\Part_A_ME_clip\Part_A_ME_clip\frame\spNO.149_i_1848,CASME3_Dataset\Part_A_ME_clip\Part_A_ME_clip\depth\spNO.149_i_1848,3
spNO.149_m_1318,spNO.149,m,1318,1325,1337,others,CASME3_Dataset\Part_A_ME_clip\Part_A_ME_clip\frame\spNO.149_m_1318,CASME3_Dataset\Part_A_ME_clip\Part_A_ME_clip\depth\spNO.149_m_1318,3
spNO.15_j_31,spNO.15,j,31,37,46,others,CASME3_Dataset\Part_A_ME_clip\Part_A_ME_clip\frame\spNO.15_j_31,CASME3_Dataset\Part_A_ME_clip\Part_A_ME_clip\depth\spNO.15_j_31,2
spNO.15_j_135,spNO.15,j,135,140,181,happy,CASME3_Dataset\Part_A_ME_clip\Part_A_ME_clip\frame\spNO.15_j_135,CASME3_Dataset\Part_A_ME_clip\Part_A_ME_clip\depth\spNO.15_j_135,2
spNO.15_j_726,spNO.15,j,726,734,763,happy,CASME3_Dataset\Part_A_ME_clip\Part_A_ME_clip\frame\spNO.15_j_726,CASME3_Dataset\Part_A_ME_clip\Part_A_ME_clip\depth\spNO.15_j_726,2
spNO.15_j_972,spNO.15,j,972,976,1009,others,CASME3_Dataset\Part_A_ME_clip\Part_A_ME_clip\frame\spNO.15_j_972,CASME3_Dataset\Part_A_ME_clip\Part_A_ME_clip\depth\spNO.15_j_972,2
spNO.15_j_1157,spNO.15,j,1157,1165,1173,happy,CASME3_Dataset\Part_A_ME_clip\Part_A_ME_clip\frame\spNO.15_j_1157,CASME3_Dataset\Part_A_ME_clip\Part_A_ME_clip\depth\spNO.15_j_1157,2
spNO.15_j_1564,spNO.15,j,1564,1571,1573,happy,CASME3_Dataset\Part_A_ME_clip\Part_A_ME_clip\frame\spNO.15_j_1564,CASME3_Dataset\Part_A_ME_clip\Part_A_ME_clip\depth\spNO.15_j_1564,2
spNO.15_l_1400,spNO.15,l,1400,1403,1408,anger,CASME3_Dataset\Part_A_ME_clip\Part_A_ME_clip\frame\spNO.15_l_1400,CASME3_Dataset\Part_A_ME_clip\Part_A_ME_clip\depth\spNO.15_l_1400,2
spNO.15_l_2979,spNO.15,l,2979,2986,2992,anger,CASME3_Dataset\Part_A_ME_clip\Part_A_ME_clip\frame\spNO.15_l_2979,CASME3_Dataset\Part_A_ME_clip\Part_A_ME_clip\depth\spNO.15_l_2979,2
spNO.150_a_355,spNO.150,a,355,361,373,disgust,CASME3_Dataset\Part_A_ME_clip\Part_A_ME_clip\frame\spNO.150_a_355,CASME3_Dataset\Part_A_ME_clip\Part_A_ME_clip\depth\spNO.150_a_355,4
spNO.150_c_916,spNO.150,c,916,922,948,others,CASME3_Dataset\Part_A_ME_clip\Part_A_ME_clip\frame\spNO.150_c_916,CASME3_Dataset\Part_A_ME_clip\Part_A_ME_clip\depth\spNO.150_c_916,4
spNO.150_c_1985,spNO.150,c,1985,1987,1995,disgust,CASME3_Dataset\Part_A_ME_clip\Part_A_ME_clip\frame\spNO.150_c_1985,CASME3_Dataset\Part_A_ME_clip\Part_A_ME_clip\depth\spNO.150_c_1985,4
spNO.150_c_2024,spNO.150,c,2024,2031,2046,others,CASME3_Dataset\Part_A_ME_clip\Part_A_ME_clip\frame\spNO.150_c_2024,CASME3_Dataset\Part_A_ME_clip\Part_A_ME_clip\depth\spNO.150_c_2024,4
spNO.150_e_1040,spNO.150,e,1040,1048,1062,surprise,CASME3_Dataset\Part_A_ME_clip\Part_A_ME_clip\frame\spNO.150_e_1040,CASME3_Dataset\Part_A_ME_clip\Part_A_ME_clip\depth\spNO.150_e_1040,4
spNO.150_e_2277,spNO.150,e,2277,2278,2282,disgust,CASME3_Dataset\Part_A_ME_clip\Part_A_ME_clip\frame\spNO.150_e_2277,CASME3_Dataset\Part_A_ME_clip\Part_A_ME_clip\depth\spNO.150_e_2277,4
spNO.150_f_2035,spNO.150,f,2035,2042,2049,fear,CASME3_Dataset\Part_A_ME_clip\Part_A_ME_clip\frame\spNO.150_f_2035,CASME3_Dataset\Part_A_ME_clip\Part_A_ME_clip\depth\spNO.150_f_2035,4
spNO.150_f_2080,spNO.150,f,2080,2089,2095,others,CASME3_Dataset\Part_A_ME_clip\Part_A_ME_clip\frame\spNO.150_f_2080,CASME3_Dataset\Part_A_ME_clip\Part_A_ME_clip\depth\spNO.150_f_2080,4
spNO.150_f_2131,spNO.150,f,2131,2137,2146,fear,CASME3_Dataset\Part_A_ME_clip\Part_A_ME_clip\frame\spNO.150_f_2131,CASME3_Dataset\Part_A_ME_clip\Part_A_ME_clip\depth\spNO.150_f_2131,4
spNO.150_g_734,spNO.150,g,734,737,765,surprise,CASME3_Dataset\Part_A_ME_clip\Part_A_ME_clip\frame\spNO.150_g_734,CASME3_Dataset\Part_A_ME_clip\Part_A_ME_clip\depth\spNO.150_g_734,4
spNO.150_g_1360,spNO.150,g,1360,1366,1379,anger,CASME3_Dataset\Part_A_ME_clip\Part_A_ME_clip\frame\spNO.150_g_1360,CASME3_Dataset\Part_A_ME_clip\Part_A_ME_clip\depth\spNO.150_g_1360,4
spNO.150_j_714,spNO.150,j,714,722,735,surprise,CASME3_Dataset\Part_A_ME_clip\Part_A_ME_clip\frame\spNO.150_j_714,CASME3_Dataset\Part_A_ME_clip\Part_A_ME_clip\depth\spNO.150_j_714,4
spNO.150_j_747,spNO.150,j,747,753,760,surprise,CASME3_Dataset\Part_A_ME_clip\Part_A_ME_clip\frame\spNO.150_j_747,CASME3_Dataset\Part_A_ME_clip\Part_A_ME_clip\depth\spNO.150_j_747,4
spNO.150_j_1728,spNO.150,j,1728,1731,1743,surprise,CASME3_Dataset\Part_A_ME_clip\Part_A_ME_clip\frame\spNO.150_j_1728,CASME3_Dataset\Part_A_ME_clip\Part_A_ME_clip\depth\spNO.150_j_1728,4
spNO.150_k_341,spNO.150,k,341,347,372,happy,CASME3_Dataset\Part_A_ME_clip\Part_A_ME_clip\frame\spNO.150_k_341,CASME3_Dataset\Part_A_ME_clip\Part_A_ME_clip\depth\spNO.150_k_341,4
spNO.152_c_1536,spNO.152,c,1536,1540,1547,disgust,CASME3_Dataset\Part_A_ME_clip\Part_A_ME_clip\frame\spNO.152_c_1536,CASME3_Dataset\Part_A_ME_clip\Part_A_ME_clip\depth\spNO.152_c_1536,4
spNO.152_d_2556,spNO.152,d,2556,2561,2565,fear,CASME3_Dataset\Part_A_ME_clip\Part_A_ME_clip\frame\spNO.152_d_2556,CASME3_Dataset\Part_A_ME_clip\Part_A_ME_clip\depth\spNO.152_d_2556,4
spNO.152_f_1152,spNO.152,f,1152,1156,1164,surprise,CASME3_Dataset\Part_A_ME_clip\Part_A_ME_clip\frame\spNO.152_f_1152,CASME3_Dataset\Part_A_ME_clip\Part_A_ME_clip\depth\spNO.152_f_1152,4
spNO.152_i_118,spNO.152,i,118,119,122,disgust,CASME3_Dataset\Part_A_ME_clip\Part_A_ME_clip\frame\spNO.152_i_118,CASME3_Dataset\Part_A_ME_clip\Part_A_ME_clip\depth\spNO.152_i_118,4
spNO.152_i_133,spNO.152,i,133,140,409,anger,CASME3_Dataset\Part_A_ME_clip\Part_A_ME_clip\frame\spNO.152_i_133,CASME3_Dataset\Part_A_ME_clip\Part_A_ME_clip\depth\spNO.152_i_133,4
spNO.152_m_735,spNO.152,m,735,740,765,anger,CASME3_Dataset\Part_A_ME_clip\Part_A_ME_clip\frame\spNO.152_m_735,CASME3_Dataset\Part_A_ME_clip\Part_A_ME_clip\depth\spNO.152_m_735,4
spNO.153_a_34,spNO.153,a,34,38,50,disgust,CASME3_Dataset\Part_A_ME_clip\Part_A_ME_clip\frame\spNO.153_a_34,CASME3_Dataset\Part_A_ME_clip\Part_A_ME_clip\depth\spNO.153_a_34,2
spNO.153_d_2152,spNO.153,d,2152,2159,2191,fear,CASME3_Dataset\Part_A_ME_clip\Part_A_ME_clip\frame\spNO.153_d_2152,CASME3_Dataset\Part_A_ME_clip\Part_A_ME_clip\depth\spNO.153_d_2152,2
spNO.153_d_3484,spNO.153,d,3484,3491,3534,fear,CASME3_Dataset\Part_A_ME_clip\Part_A_ME_clip\frame\spNO.153_d_3484,CASME3_Dataset\Part_A_ME_clip\Part_A_ME_clip\depth\spNO.153_d_3484,2
spNO.153_d_3654,spNO.153,d,3654,3660,3687,fear,CASME3_Dataset\Part_A_ME_clip\Part_A_ME_clip\frame\spNO.153_d_3654,CASME3_Dataset\Part_A_ME_clip\Part_A_ME_clip\depth\spNO.153_d_3654,2
spNO.153_d_4563,spNO.153,d,4563,4570,4589,fear,CASME3_Dataset\Part_A_ME_clip\Part_A_ME_clip\frame\spNO.153_d_4563,CASME3_Dataset\Part_A_ME_clip\Part_A_ME_clip\depth\spNO.153_d_4563,2
spNO.153_h_2019,spNO.153,h,2019,2024,2032,surprise,CASME3_Dataset\Part_A_ME_clip\Part_A_ME_clip\frame\spNO.153_h_2019,CASME3_Dataset\Part_A_ME_clip\Part_A_ME_clip\depth\spNO.153_h_2019,2
spNO.153_j_7,spNO.153,j,7,8,113,happy,CASME3_Dataset\Part_A_ME_clip\Part_A_ME_clip\frame\spNO.153_j_7,CASME3_Dataset\Part_A_ME_clip\Part_A_ME_clip\depth\spNO.153_j_7,2
spNO.153_j_274,spNO.153,j,274,280,288,surprise,CASME3_Dataset\Part_A_ME_clip\Part_A_ME_clip\frame\spNO.153_j_274,CASME3_Dataset\Part_A_ME_clip\Part_A_ME_clip\depth\spNO.153_j_274,2
spNO.153_j_1123,spNO.153,j,1123,1129,1140,surprise,CASME3_Dataset\Part_A_ME_clip\Part_A_ME_clip\frame\spNO.153_j_1123,CASME3_Dataset\Part_A_ME_clip\Part_A_ME_clip\depth\spNO.153_j_1123,2
spNO.153_j_1573,spNO.153,j,1573,1579,1586,surprise,CASME3_Dataset\Part_A_ME_clip\Part_A_ME_clip\frame\spNO.153_j_1573,CASME3_Dataset\Part_A_ME_clip\Part_A_ME_clip\depth\spNO.153_j_1573,2
spNO.153_k_8,spNO.153,k,8,15,47,others,CASME3_Dataset\Part_A_ME_clip\Part_A_ME_clip\frame\spNO.153_k_8,CASME3_Dataset\Part_A_ME_clip\Part_A_ME_clip\depth\spNO.153_k_8,2
spNO.153_m_422,spNO.153,m,422,430,445,disgust,CASME3_Dataset\Part_A_ME_clip\Part_A_ME_clip\frame\spNO.153_m_422,CASME3_Dataset\Part_A_ME_clip\Part_A_ME_clip\depth\spNO.153_m_422,2
spNO.154_h_259,spNO.154,h,259,267,352,sad,CASME3_Dataset\Part_A_ME_clip\Part_A_ME_clip\frame\spNO.154_h_259,CASME3_Dataset\Part_A_ME_clip\Part_A_ME_clip\depth\spNO.154_h_259,3
spNO.154_i_1336,spNO.154,i,1336,1342,1366,disgust,CASME3_Dataset\Part_A_ME_clip\Part_A_ME_clip\frame\spNO.154_i_1336,CASME3_Dataset\Part_A_ME_clip\Part_A_ME_clip\depth\spNO.154_i_1336,3
spNO.155_d_5,spNO.155,d,5,12,136,others,CASME3_Dataset\Part_A_ME_clip\Part_A_ME_clip\frame\spNO.155_d_5,CASME3_Dataset\Part_A_ME_clip\Part_A_ME_clip\depth\spNO.155_d_5,1
spNO.155_h_1984,spNO.155,h,1984,1992,2009,sad,CASME3_Dataset\Part_A_ME_clip\Part_A_ME_clip\frame\spNO.155_h_1984,CASME3_Dataset\Part_A_ME_clip\Part_A_ME_clip\depth\spNO.155_h_1984,1
spNO.156_a_34,spNO.156,a,34,38,46,disgust,CASME3_Dataset\Part_A_ME_clip\Part_A_ME_clip\frame\spNO.156_a_34,CASME3_Dataset\Part_A_ME_clip\Part_A_ME_clip\depth\spNO.156_a_34,0
spNO.156_a_340,spNO.156,a,340,348,380,others,CASME3_Dataset\Part_A_ME_clip\Part_A_ME_clip\frame\spNO.156_a_340,CASME3_Dataset\Part_A_ME_clip\Part_A_ME_clip\depth\spNO.156_a_340,0
spNO.156_b_38,spNO.156,b,38,43,50,disgust,CASME3_Dataset\Part_A_ME_clip\Part_A_ME_clip\frame\spNO.156_b_38,CASME3_Dataset\Part_A_ME_clip\Part_A_ME_clip\depth\spNO.156_b_38,0
spNO.156_b_98,spNO.156,b,98,103,110,others,CASME3_Dataset\Part_A_ME_clip\Part_A_ME_clip\frame\spNO.156_b_98,CASME3_Dataset\Part_A_ME_clip\Part_A_ME_clip\depth\spNO.156_b_98,0
spNO.156_b_181,spNO.156,b,181,186,189,disgust,CASME3_Dataset\Part_A_ME_clip\Part_A_ME_clip\frame\spNO.156_b_181,CASME3_Dataset\Part_A_ME_clip\Part_A_ME_clip\depth\spNO.156_b_181,0
spNO.156_b_371,spNO.156,b,371,374,378,disgust,CASME3_Dataset\Part_A_ME_clip\Part_A_ME_clip\frame\spNO.156_b_371,CASME3_Dataset\Part_A_ME_clip\Part_A_ME_clip\depth\spNO.156_b_371,0
spNO.156_c_90,spNO.156,c,90,94,101,disgust,CASME3_Dataset\Part_A_ME_clip\Part_A_ME_clip\frame\spNO.156_c_90,CASME3_Dataset\Part_A_ME_clip\Part_A_ME_clip\depth\spNO.156_c_90,0
spNO.156_c_2183,spNO.156,c,2183,2188,2193,disgust,CASME3_Dataset\Part_A_ME_clip\Part_A_ME_clip\frame\spNO.156_c_2183,CASME3_Dataset\Part_A_ME_clip\Part_A_ME_clip\depth\spNO.156_c_2183,0
spNO.156_d_204,spNO.156,d,204,211,217,fear,CASME3_Dataset\Part_A_ME_clip\Part_A_ME_clip\frame\spNO.156_d_204,CASME3_Dataset\Part_A_ME_clip\Part_A_ME_clip\depth\spNO.156_d_204,0
spNO.156_d_1117,spNO.156,d,1117,1122,1132,fear,CASME3_Dataset\Part_A_ME_clip\Part_A_ME_clip\frame\spNO.156_d_1117,CASME3_Dataset\Part_A_ME_clip\Part_A_ME_clip\depth\spNO.156_d_1117,0
spNO.156_d_4680,spNO.156,d,4680,4687,4694,fear,CASME3_Dataset\Part_A_ME_clip\Part_A_ME_clip\frame\spNO.156_d_4680,CASME3_Dataset\Part_A_ME_clip\Part_A_ME_clip\depth\spNO.156_d_4680,0
spNO.156_i_2132,spNO.156,i,2132,2135,2176,disgust,CASME3_Dataset\Part_A_ME_clip\Part_A_ME_clip\frame\spNO.156_i_2132,CASME3_Dataset\Part_A_ME_clip\Part_A_ME_clip\depth\spNO.156_i_2132,0
spNO.156_l_106,spNO.156,l,106,109,114,anger,CASME3_Dataset\Part_A_ME_clip\Part_A_ME_clip\frame\spNO.156_l_106,CASME3_Dataset\Part_A_ME_clip\Part_A_ME_clip\depth\spNO.156_l_106,0
spNO.157_b_112,spNO.157,b,112,120,132,disgust,CASME3_Dataset\Part_A_ME_clip\Part_A_ME_clip\frame\spNO.157_b_112,CASME3_Dataset\Part_A_ME_clip\Part_A_ME_clip\depth\spNO.157_b_112,1
spNO.157_d_2506,spNO.157,d,2506,2510,2515,fear,CASME3_Dataset\Part_A_ME_clip\Part_A_ME_clip\frame\spNO.157_d_2506,CASME3_Dataset\Part_A_ME_clip\Part_A_ME_clip\depth\spNO.157_d_2506,1
spNO.157_g_7,spNO.157,g,7,14,171,sad,CASME3_Dataset\Part_A_ME_clip\Part_A_ME_clip\frame\spNO.157_g_7,CASME3_Dataset\Part_A_ME_clip\Part_A_ME_clip\depth\spNO.157_g_7,1
spNO.157_h_5,spNO.157,h,5,10,42,sad,CASME3_Dataset\Part_A_ME_clip\Part_A_ME_clip\frame\spNO.157_h_5,CASME3_Dataset\Part_A_ME_clip\Part_A_ME_clip\depth\spNO.157_h_5,1
spNO.157_j_1701,spNO.157,j,1701,1709,1751,disgust,CASME3_Dataset\Part_A_ME_clip\Part_A_ME_clip\frame\spNO.157_j_1701,CASME3_Dataset\Part_A_ME_clip\Part_A_ME_clip\depth\spNO.157_j_1701,1
spNO.157_l_2536,spNO.157,l,2536,2542,2551,surprise,CASME3_Dataset\Part_A_ME_clip\Part_A_ME_clip\frame\spNO.157_l_2536,CASME3_Dataset\Part_A_ME_clip\Part_A_ME_clip\depth\spNO.157_l_2536,1
spNO.158_d_3347,spNO.158,d,3347,3351,3399,others,CASME3_Dataset\Part_A_ME_clip\Part_A_ME_clip\frame\spNO.158_d_3347,CASME3_Dataset\Part_A_ME_clip\Part_A_ME_clip\depth\spNO.158_d_3347,0
spNO.158_e_45,spNO.158,e,45,50,57,others,CASME3_Dataset\Part_A_ME_clip\Part_A_ME_clip\frame\spNO.158_e_45,CASME3_Dataset\Part_A_ME_clip\Part_A_ME_clip\depth\spNO.158_e_45,0
spNO.158_h_288,spNO.158,h,288,296,304,sad,CASME3_Dataset\Part_A_ME_clip\Part_A_ME_clip\frame\spNO.158_h_288,CASME3_Dataset\Part_A_ME_clip\Part_A_ME_clip\depth\spNO.158_h_288,0
spNO.159_k_2462,spNO.159,k,2462,2468,2482,others,CASME3_Dataset\Part_A_ME_clip\Part_A_ME_clip\frame\spNO.159_k_2462,CASME3_Dataset\Part_A_ME_clip\Part_A_ME_clip\depth\spNO.159_k_2462,4
spNO.160_c_2054,spNO.160,c,2054,2061,2070,disgust,CASME3_Dataset\Part_A_ME_clip\Part_A_ME_clip\frame\spNO.160_c_2054,CASME3_Dataset\Part_A_ME_clip\Part_A_ME_clip\depth\spNO.160_c_2054,2
spNO.160_c_2283,spNO.160,c,2283,2290,2298,surprise,CASME3_Dataset\Part_A_ME_clip\Part_A_ME_clip\frame\spNO.160_c_2283,CASME3_Dataset\Part_A_ME_clip\Part_A_ME_clip\depth\spNO.160_c_2283,2
spNO.160_c_3216,spNO.160,c,3216,3224,3258,fear,CASME3_Dataset\Part_A_ME_clip\Part_A_ME_clip\frame\spNO.160_c_3216,CASME3_Dataset\Part_A_ME_clip\Part_A_ME_clip\depth\spNO.160_c_3216,2
spNO.160_d_542,spNO.160,d,542,545,550,fear,CASME3_Dataset\Part_A_ME_clip\Part_A_ME_clip\frame\spNO.160_d_542,CASME3_Dataset\Part_A_ME_clip\Part_A_ME_clip\depth\spNO.160_d_542,2
spNO.160_d_974,spNO.160,d,974,979,988,fear,CASME3_Dataset\Part_A_ME_clip\Part_A_ME_clip\frame\spNO.160_d_974,CASME3_Dataset\Part_A_ME_clip\Part_A_ME_clip\depth\spNO.160_d_974,2
spNO.160_d_1199,spNO.160,d,1199,1203,1208,fear,CASME3_Dataset\Part_A_ME_clip\Part_A_ME_clip\frame\spNO.160_d_1199,CASME3_Dataset\Part_A_ME_clip\Part_A_ME_clip\depth\spNO.160_d_1199,2
spNO.160_d_1497,spNO.160,d,1497,1501,1505,fear,CASME3_Dataset\Part_A_ME_clip\Part_A_ME_clip\frame\spNO.160_d_1497,CASME3_Dataset\Part_A_ME_clip\Part_A_ME_clip\depth\spNO.160_d_1497,2
spNO.160_d_2186,spNO.160,d,2186,2194,2204,fear,CASME3_Dataset\Part_A_ME_clip\Part_A_ME_clip\frame\spNO.160_d_2186,CASME3_Dataset\Part_A_ME_clip\Part_A_ME_clip\depth\spNO.160_d_2186,2
spNO.160_d_2952,spNO.160,d,2952,2958,3007,fear,CASME3_Dataset\Part_A_ME_clip\Part_A_ME_clip\frame\spNO.160_d_2952,CASME3_Dataset\Part_A_ME_clip\Part_A_ME_clip\depth\spNO.160_d_2952,2
spNO.160_d_3034,spNO.160,d,3034,3042,3049,fear,CASME3_Dataset\Part_A_ME_clip\Part_A_ME_clip\frame\spNO.160_d_3034,CASME3_Dataset\Part_A_ME_clip\Part_A_ME_clip\depth\spNO.160_d_3034,2
spNO.160_d_4076,spNO.160,d,4076,4081,4088,fear,CASME3_Dataset\Part_A_ME_clip\Part_A_ME_clip\frame\spNO.160_d_4076,CASME3_Dataset\Part_A_ME_clip\Part_A_ME_clip\depth\spNO.160_d_4076,2
spNO.160_e_341,spNO.160,e,341,345,349,surprise,CASME3_Dataset\Part_A_ME_clip\Part_A_ME_clip\frame\spNO.160_e_341,CASME3_Dataset\Part_A_ME_clip\Part_A_ME_clip\depth\spNO.160_e_341,2
spNO.160_e_459,spNO.160,e,459,464,469,surprise,CASME3_Dataset\Part_A_ME_clip\Part_A_ME_clip\frame\spNO.160_e_459,CASME3_Dataset\Part_A_ME_clip\Part_A_ME_clip\depth\spNO.160_e_459,2
spNO.160_e_586,spNO.160,e,586,592,597,surprise,CASME3_Dataset\Part_A_ME_clip\Part_A_ME_clip\frame\spNO.160_e_586,CASME3_Dataset\Part_A_ME_clip\Part_A_ME_clip\depth\spNO.160_e_586,2
spNO.160_e_635,spNO.160,e,635,643,651,surprise,CASME3_Dataset\Part_A_ME_clip\Part_A_ME_clip\frame\spNO.160_e_635,CASME3_Dataset\Part_A_ME_clip\Part_A_ME_clip\depth\spNO.160_e_635,2
spNO.160_e_888,spNO.160,e,888,894,900,surprise,CASME3_Dataset\Part_A_ME_clip\Part_A_ME_clip\frame\spNO.160_e_888,CASME3_Dataset\Part_A_ME_clip\Part_A_ME_clip\depth\spNO.160_e_888,2
spNO.160_e_1433,spNO.160,e,1433,1439,1447,surprise,CASME3_Dataset\Part_A_ME_clip\Part_A_ME_clip\frame\spNO.160_e_1433,CASME3_Dataset\Part_A_ME_clip\Part_A_ME_clip\depth\spNO.160_e_1433,2
spNO.160_e_1498,spNO.160,e,1498,1504,1519,surprise,CASME3_Dataset\Part_A_ME_clip\Part_A_ME_clip\frame\spNO.160_e_1498,CASME3_Dataset\Part_A_ME_clip\Part_A_ME_clip\depth\spNO.160_e_1498,2
spNO.160_e_1531,spNO.160,e,1531,1537,1543,surprise,CASME3_Dataset\Part_A_ME_clip\Part_A_ME_clip\frame\spNO.160_e_1531,CASME3_Dataset\Part_A_ME_clip\Part_A_ME_clip\depth\spNO.160_e_1531,2
spNO.160_e_1749,spNO.160,e,1749,1752,1758,surprise,CASME3_Dataset\Part_A_ME_clip\Part_A_ME_clip\frame\spNO.160_e_1749,CASME3_Dataset\Part_A_ME_clip\Part_A_ME_clip\depth\spNO.160_e_1749,2
spNO.160_e_2093,spNO.160,e,2093,2101,2113,surprise,CASME3_Dataset\Part_A_ME_clip\Part_A_ME_clip\frame\spNO.160_e_2093,CASME3_Dataset\Part_A_ME_clip\Part_A_ME_clip\depth\spNO.160_e_2093,2
spNO.160_e_2569,spNO.160,e,2569,2574,2580,surprise,CASME3_Dataset\Part_A_ME_clip\Part_A_ME_clip\frame\spNO.160_e_2569,CASME3_Dataset\Part_A_ME_clip\Part_A_ME_clip\depth\spNO.160_e_2569,2
spNO.160_f_569,spNO.160,f,569,576,586,surprise,CASME3_Dataset\Part_A_ME_clip\Part_A_ME_clip\frame\spNO.160_f_569,CASME3_Dataset\Part_A_ME_clip\Part_A_ME_clip\depth\spNO.160_f_569,2
spNO.160_f_1833,spNO.160,f,1833,1841,1872,fear,CASME3_Dataset\Part_A_ME_clip\Part_A_ME_clip\frame\spNO.160_f_1833,CASME3_Dataset\Part_A_ME_clip\Part_A_ME_clip\depth\spNO.160_f_1833,2
spNO.160_f_2218,spNO.160,f,2218,2222,2234,fear,CASME3_Dataset\Part_A_ME_clip\Part_A_ME_clip\frame\spNO.160_f_2218,CASME3_Dataset\Part_A_ME_clip\Part_A_ME_clip\depth\spNO.160_f_2218,2
spNO.160_g_440,spNO.160,g,440,448,457,sad,CASME3_Dataset\Part_A_ME_clip\Part_A_ME_clip\frame\spNO.160_g_440,CASME3_Dataset\Part_A_ME_clip\Part_A_ME_clip\depth\spNO.160_g_440,2
spNO.160_g_1786,spNO.160,g,1786,1792,1805,anger,CASME3_Dataset\Part_A_ME_clip\Part_A_ME_clip\frame\spNO.160_g_1786,CASME3_Dataset\Part_A_ME_clip\Part_A_ME_clip\depth\spNO.160_g_1786,2
spNO.160_h_481,spNO.160,h,481,488,494,sad,CASME3_Dataset\Part_A_ME_clip\Part_A_ME_clip\frame\spNO.160_h_481,CASME3_Dataset\Part_A_ME_clip\Part_A_ME_clip\depth\spNO.160_h_481,2
