Subject,Filename,clip_name,emotion,fold,Onset,Apex,Offset,frame_dir,depth_dir,AU,Objective class,Duration,frame_count
spNO.157,g,spNO.157_g_7,sad,1,7,14,171,D:\CASME PROJECT FINAL\CASME3_Dataset\Part_A_ME_clip\Part_A_ME_clip\frame\spNO.157_g_7,D:\CASME PROJECT FINAL\CASME3_Dataset\Part_A_ME_clip\Part_A_ME_clip\depth\spNO.157_g_7,14,VII,164,165
spNO.157,h,spNO.157_h_5,sad,1,5,10,42,D:\CASME PROJECT FINAL\CASME3_Dataset\Part_A_ME_clip\Part_A_ME_clip\frame\spNO.157_h_5,D:\CASME PROJECT FINAL\CASME3_Dataset\Part_A_ME_clip\Part_A_ME_clip\depth\spNO.157_h_5,14,VII,37,38
spNO.157,j,spNO.157_j_1701,disgust,1,1701,1709,1751,D:\CASME PROJECT FINAL\CASME3_Dataset\Part_A_ME_clip\Part_A_ME_clip\frame\spNO.157_j_1701,D:\CASME PROJECT FINAL\CASME3_Dataset\Part_A_ME_clip\Part_A_ME_clip\depth\spNO.157_j_1701,4,III,50,51
spNO.157,l,spNO.157_l_2536,surprise,1,2536,2542,2551,D:\CASME PROJECT FINAL\CASME3_Dataset\Part_A_ME_clip\Part_A_ME_clip\frame\spNO.157_l_2536,D:\CASME PROJECT FINAL\CASME3_Dataset\Part_A_ME_clip\Part_A_ME_clip\depth\spNO.157_l_2536,2+1,II,15,16
spNO.158,d,spNO.158_d_3347,others,4,3347,3351,3399,D:\CASME PROJECT FINAL\CASME3_Dataset\Part_A_ME_clip\Part_A_ME_clip\frame\spNO.158_d_3347,D:\CASME PROJECT FINAL\CASME3_Dataset\Part_A_ME_clip\Part_A_ME_clip\depth\spNO.158_d_3347,2+1,II,52,53
spNO.158,h,spNO.158_h_288,sad,4,288,296,304,D:\CASME PROJECT FINAL\CASME3_Dataset\Part_A_ME_clip\Part_A_ME_clip\frame\spNO.158_h_288,D:\CASME PROJECT FINAL\CASME3_Dataset\Part_A_ME_clip\Part_A_ME_clip\depth\spNO.158_h_288,4,III,16,17
spNO.159,k,spNO.159_k_2462,others,2,2462,2468,2482,D:\CASME PROJECT FINAL\CASME3_Dataset\Part_A_ME_clip\Part_A_ME_clip\frame\spNO.159_k_2462,D:\CASME PROJECT FINAL\CASME3_Dataset\Part_A_ME_clip\Part_A_ME_clip\depth\spNO.159_k_2462,2+1,II,20,21
spNO.160,c,spNO.160_c_2054,disgust,0,2054,2061,2070,D:\CASME PROJECT FINAL\CASME3_Dataset\Part_A_ME_clip\Part_A_ME_clip\frame\spNO.160_c_2054,D:\CASME PROJECT FINAL\CASME3_Dataset\Part_A_ME_clip\Part_A_ME_clip\depth\spNO.160_c_2054,4,III,16,17
spNO.160,c,spNO.160_c_2283,surprise,0,2283,2290,2298,D:\CASME PROJECT FINAL\CASME3_Dataset\Part_A_ME_clip\Part_A_ME_clip\frame\spNO.160_c_2283,D:\CASME PROJECT FINAL\CASME3_Dataset\Part_A_ME_clip\Part_A_ME_clip\depth\spNO.160_c_2283,4,III,15,16
spNO.160,c,spNO.160_c_3216,fear,0,3216,3224,3258,D:\CASME PROJECT FINAL\CASME3_Dataset\Part_A_ME_clip\Part_A_ME_clip\frame\spNO.160_c_3216,D:\CASME PROJECT FINAL\CASME3_Dataset\Part_A_ME_clip\Part_A_ME_clip\depth\spNO.160_c_3216,4,III,42,43
spNO.160,d,spNO.160_d_542,fear,0,542,545,550,D:\CASME PROJECT FINAL\CASME3_Dataset\Part_A_ME_clip\Part_A_ME_clip\frame\spNO.160_d_542,D:\CASME PROJECT FINAL\CASME3_Dataset\Part_A_ME_clip\Part_A_ME_clip\depth\spNO.160_d_542,17,VII,8,9
spNO.160,d,spNO.160_d_974,fear,0,974,979,988,D:\CASME PROJECT FINAL\CASME3_Dataset\Part_A_ME_clip\Part_A_ME_clip\frame\spNO.160_d_974,D:\CASME PROJECT FINAL\CASME3_Dataset\Part_A_ME_clip\Part_A_ME_clip\depth\spNO.160_d_974,4,III,14,15
spNO.160,d,spNO.160_d_1199,fear,0,1199,1203,1208,D:\CASME PROJECT FINAL\CASME3_Dataset\Part_A_ME_clip\Part_A_ME_clip\frame\spNO.160_d_1199,D:\CASME PROJECT FINAL\CASME3_Dataset\Part_A_ME_clip\Part_A_ME_clip\depth\spNO.160_d_1199,2+1,II,9,10
spNO.160,d,spNO.160_d_1497,fear,0,1497,1501,1505,D:\CASME PROJECT FINAL\CASME3_Dataset\Part_A_ME_clip\Part_A_ME_clip\frame\spNO.160_d_1497,D:\CASME PROJECT FINAL\CASME3_Dataset\Part_A_ME_clip\Part_A_ME_clip\depth\spNO.160_d_1497,14,VII,8,9
spNO.160,d,spNO.160_d_2186,fear,0,2186,2194,2204,D:\CASME PROJECT FINAL\CASME3_Dataset\Part_A_ME_clip\Part_A_ME_clip\frame\spNO.160_d_2186,D:\CASME PROJECT FINAL\CASME3_Dataset\Part_A_ME_clip\Part_A_ME_clip\depth\spNO.160_d_2186,18,VII,18,19
spNO.160,d,spNO.160_d_2952,fear,0,2952,2958,3007,D:\CASME PROJECT FINAL\CASME3_Dataset\Part_A_ME_clip\Part_A_ME_clip\frame\spNO.160_d_2952,D:\CASME PROJECT FINAL\CASME3_Dataset\Part_A_ME_clip\Part_A_ME_clip\depth\spNO.160_d_2952,4,III,55,56
spNO.160,d,spNO.160_d_3034,fear,0,3034,3042,3049,D:\CASME PROJECT FINAL\CASME3_Dataset\Part_A_ME_clip\Part_A_ME_clip\frame\spNO.160_d_3034,D:\CASME PROJECT FINAL\CASME3_Dataset\Part_A_ME_clip\Part_A_ME_clip\depth\spNO.160_d_3034,24,VII,15,16
spNO.160,d,spNO.160_d_4076,fear,0,4076,4081,4088,D:\CASME PROJECT FINAL\CASME3_Dataset\Part_A_ME_clip\Part_A_ME_clip\frame\spNO.160_d_4076,D:\CASME PROJECT FINAL\CASME3_Dataset\Part_A_ME_clip\Part_A_ME_clip\depth\spNO.160_d_4076,4,III,12,13
spNO.160,e,spNO.160_e_341,surprise,0,341,345,349,D:\CASME PROJECT FINAL\CASME3_Dataset\Part_A_ME_clip\Part_A_ME_clip\frame\spNO.160_e_341,D:\CASME PROJECT FINAL\CASME3_Dataset\Part_A_ME_clip\Part_A_ME_clip\depth\spNO.160_e_341,4,III,8,9
spNO.160,e,spNO.160_e_459,surprise,0,459,464,469,D:\CASME PROJECT FINAL\CASME3_Dataset\Part_A_ME_clip\Part_A_ME_clip\frame\spNO.160_e_459,D:\CASME PROJECT FINAL\CASME3_Dataset\Part_A_ME_clip\Part_A_ME_clip\depth\spNO.160_e_459,4,III,10,11
spNO.160,e,spNO.160_e_586,surprise,0,586,592,597,D:\CASME PROJECT FINAL\CASME3_Dataset\Part_A_ME_clip\Part_A_ME_clip\frame\spNO.160_e_586,D:\CASME PROJECT FINAL\CASME3_Dataset\Part_A_ME_clip\Part_A_ME_clip\depth\spNO.160_e_586,2+1,II,11,12
spNO.160,e,spNO.160_e_635,surprise,0,635,643,651,D:\CASME PROJECT FINAL\CASME3_Dataset\Part_A_ME_clip\Part_A_ME_clip\frame\spNO.160_e_635,D:\CASME PROJECT FINAL\CASME3_Dataset\Part_A_ME_clip\Part_A_ME_clip\depth\spNO.160_e_635,2+1,II,16,17
spNO.160,e,spNO.160_e_888,surprise,0,888,894,900,D:\CASME PROJECT FINAL\CASME3_Dataset\Part_A_ME_clip\Part_A_ME_clip\frame\spNO.160_e_888,D:\CASME PROJECT FINAL\CASME3_Dataset\Part_A_ME_clip\Part_A_ME_clip\depth\spNO.160_e_888,4,III,12,13
spNO.160,e,spNO.160_e_1433,surprise,0,1433,1439,1447,D:\CASME PROJECT FINAL\CASME3_Dataset\Part_A_ME_clip\Part_A_ME_clip\frame\spNO.160_e_1433,D:\CASME PROJECT FINAL\CASME3_Dataset\Part_A_ME_clip\Part_A_ME_clip\depth\spNO.160_e_1433,2+1,II,14,15
spNO.160,e,spNO.160_e_1498,surprise,0,1498,1504,1519,D:\CASME PROJECT FINAL\CASME3_Dataset\Part_A_ME_clip\Part_A_ME_clip\frame\spNO.160_e_1498,D:\CASME PROJECT FINAL\CASME3_Dataset\Part_A_ME_clip\Part_A_ME_clip\depth\spNO.160_e_1498,4,III,21,22
spNO.160,e,spNO.160_e_1531,surprise,0,1531,1537,1543,D:\CASME PROJECT FINAL\CASME3_Dataset\Part_A_ME_clip\Part_A_ME_clip\frame\spNO.160_e_1531,D:\CASME PROJECT FINAL\CASME3_Dataset\Part_A_ME_clip\Part_A_ME_clip\depth\spNO.160_e_1531,14,VII,12,13
spNO.160,e,spNO.160_e_1749,surprise,0,1749,1752,1758,D:\CASME PROJECT FINAL\CASME3_Dataset\Part_A_ME_clip\Part_A_ME_clip\frame\spNO.160_e_1749,D:\CASME PROJECT FINAL\CASME3_Dataset\Part_A_ME_clip\Part_A_ME_clip\depth\spNO.160_e_1749,4,III,9,10
spNO.160,e,spNO.160_e_2093,surprise,0,2093,2101,2113,D:\CASME PROJECT FINAL\CASME3_Dataset\Part_A_ME_clip\Part_A_ME_clip\frame\spNO.160_e_2093,D:\CASME PROJECT FINAL\CASME3_Dataset\Part_A_ME_clip\Part_A_ME_clip\depth\spNO.160_e_2093,18,VII,20,21
spNO.160,f,spNO.160_f_569,surprise,0,569,576,586,D:\CASME PROJECT FINAL\CASME3_Dataset\Part_A_ME_clip\Part_A_ME_clip\frame\spNO.160_f_569,D:\CASME PROJECT FINAL\CASME3_Dataset\Part_A_ME_clip\Part_A_ME_clip\depth\spNO.160_f_569,2+1,II,17,18
spNO.160,f,spNO.160_f_1833,fear,0,1833,1841,1872,D:\CASME PROJECT FINAL\CASME3_Dataset\Part_A_ME_clip\Part_A_ME_clip\frame\spNO.160_f_1833,D:\CASME PROJECT FINAL\CASME3_Dataset\Part_A_ME_clip\Part_A_ME_clip\depth\spNO.160_f_1833,2+1,II,39,40
spNO.160,f,spNO.160_f_2218,fear,0,2218,2222,2234,D:\CASME PROJECT FINAL\CASME3_Dataset\Part_A_ME_clip\Part_A_ME_clip\frame\spNO.160_f_2218,D:\CASME PROJECT FINAL\CASME3_Dataset\Part_A_ME_clip\Part_A_ME_clip\depth\spNO.160_f_2218,4,III,16,17
spNO.160,g,spNO.160_g_440,sad,0,440,448,457,D:\CASME PROJECT FINAL\CASME3_Dataset\Part_A_ME_clip\Part_A_ME_clip\frame\spNO.160_g_440,D:\CASME PROJECT FINAL\CASME3_Dataset\Part_A_ME_clip\Part_A_ME_clip\depth\spNO.160_g_440,4,III,17,18
spNO.160,g,spNO.160_g_1786,anger,0,1786,1792,1805,D:\CASME PROJECT FINAL\CASME3_Dataset\Part_A_ME_clip\Part_A_ME_clip\frame\spNO.160_g_1786,D:\CASME PROJECT FINAL\CASME3_Dataset\Part_A_ME_clip\Part_A_ME_clip\depth\spNO.160_g_1786,14,VII,19,20
spNO.160,h,spNO.160_h_481,sad,0,481,488,494,D:\CASME PROJECT FINAL\CASME3_Dataset\Part_A_ME_clip\Part_A_ME_clip\frame\spNO.160_h_481,D:\CASME PROJECT FINAL\CASME3_Dataset\Part_A_ME_clip\Part_A_ME_clip\depth\spNO.160_h_481,4,III,13,14
spNO.160,h,spNO.160_h_694,sad,0,694,698,715,D:\CASME PROJECT FINAL\CASME3_Dataset\Part_A_ME_clip\Part_A_ME_clip\frame\spNO.160_h_694,D:\CASME PROJECT FINAL\CASME3_Dataset\Part_A_ME_clip\Part_A_ME_clip\depth\spNO.160_h_694,4,III,21,22
spNO.160,h,spNO.160_h_1575,sad,0,1575,1583,1594,D:\CASME PROJECT FINAL\CASME3_Dataset\Part_A_ME_clip\Part_A_ME_clip\frame\spNO.160_h_1575,D:\CASME PROJECT FINAL\CASME3_Dataset\Part_A_ME_clip\Part_A_ME_clip\depth\spNO.160_h_1575,4,III,19,20
spNO.160,h,spNO.160_h_2816,anger,0,2816,2824,2837,D:\CASME PROJECT FINAL\CASME3_Dataset\Part_A_ME_clip\Part_A_ME_clip\frame\spNO.160_h_2816,D:\CASME PROJECT FINAL\CASME3_Dataset\Part_A_ME_clip\Part_A_ME_clip\depth\spNO.160_h_2816,14,VII,21,22
spNO.160,i,spNO.160_i_1270,disgust,0,1270,1276,1281,D:\CASME PROJECT FINAL\CASME3_Dataset\Part_A_ME_clip\Part_A_ME_clip\frame\spNO.160_i_1270,D:\CASME PROJECT FINAL\CASME3_Dataset\Part_A_ME_clip\Part_A_ME_clip\depth\spNO.160_i_1270,4,III,11,12
spNO.160,i,spNO.160_i_1281,surprise,0,1281,1286,1298,D:\CASME PROJECT FINAL\CASME3_Dataset\Part_A_ME_clip\Part_A_ME_clip\frame\spNO.160_i_1281,D:\CASME PROJECT FINAL\CASME3_Dataset\Part_A_ME_clip\Part_A_ME_clip\depth\spNO.160_i_1281,2+1,II,17,18
spNO.160,i,spNO.160_i_1311,surprise,0,1311,1316,1321,D:\CASME PROJECT FINAL\CASME3_Dataset\Part_A_ME_clip\Part_A_ME_clip\frame\spNO.160_i_1311,D:\CASME PROJECT FINAL\CASME3_Dataset\Part_A_ME_clip\Part_A_ME_clip\depth\spNO.160_i_1311,5,II,10,11
spNO.160,i,spNO.160_i_1418,disgust,0,1418,1425,1482,D:\CASME PROJECT FINAL\CASME3_Dataset\Part_A_ME_clip\Part_A_ME_clip\frame\spNO.160_i_1418,D:\CASME PROJECT FINAL\CASME3_Dataset\Part_A_ME_clip\Part_A_ME_clip\depth\spNO.160_i_1418,4,III,64,65
spNO.160,i,spNO.160_i_1642,anger,0,1642,1649,1685,D:\CASME PROJECT FINAL\CASME3_Dataset\Part_A_ME_clip\Part_A_ME_clip\frame\spNO.160_i_1642,D:\CASME PROJECT FINAL\CASME3_Dataset\Part_A_ME_clip\Part_A_ME_clip\depth\spNO.160_i_1642,14,VII,43,44
spNO.160,i,spNO.160_i_1762,disgust,0,1762,1765,1773,D:\CASME PROJECT FINAL\CASME3_Dataset\Part_A_ME_clip\Part_A_ME_clip\frame\spNO.160_i_1762,D:\CASME PROJECT FINAL\CASME3_Dataset\Part_A_ME_clip\Part_A_ME_clip\depth\spNO.160_i_1762,18+4,VII,11,12
spNO.160,i,spNO.160_i_1874,disgust,0,1874,1881,1894,D:\CASME PROJECT FINAL\CASME3_Dataset\Part_A_ME_clip\Part_A_ME_clip\frame\spNO.160_i_1874,D:\CASME PROJECT FINAL\CASME3_Dataset\Part_A_ME_clip\Part_A_ME_clip\depth\spNO.160_i_1874,4,III,20,21
spNO.160,i,spNO.160_i_1940,disgust,0,1940,1948,1955,D:\CASME PROJECT FINAL\CASME3_Dataset\Part_A_ME_clip\Part_A_ME_clip\frame\spNO.160_i_1940,D:\CASME PROJECT FINAL\CASME3_Dataset\Part_A_ME_clip\Part_A_ME_clip\depth\spNO.160_i_1940,38+4,III,15,16
spNO.160,i,spNO.160_i_2670,disgust,0,2670,2676,2687,D:\CASME PROJECT FINAL\CASME3_Dataset\Part_A_ME_clip\Part_A_ME_clip\frame\spNO.160_i_2670,D:\CASME PROJECT FINAL\CASME3_Dataset\Part_A_ME_clip\Part_A_ME_clip\depth\spNO.160_i_2670,4,III,17,18
spNO.160,i,spNO.160_i_3174,surprise,0,3174,3179,3187,D:\CASME PROJECT FINAL\CASME3_Dataset\Part_A_ME_clip\Part_A_ME_clip\frame\spNO.160_i_3174,D:\CASME PROJECT FINAL\CASME3_Dataset\Part_A_ME_clip\Part_A_ME_clip\depth\spNO.160_i_3174,2+1,II,13,14
spNO.160,i,spNO.160_i_3307,disgust,0,3307,3314,3329,D:\CASME PROJECT FINAL\CASME3_Dataset\Part_A_ME_clip\Part_A_ME_clip\frame\spNO.160_i_3307,D:\CASME PROJECT FINAL\CASME3_Dataset\Part_A_ME_clip\Part_A_ME_clip\depth\spNO.160_i_3307,4,III,22,23
spNO.160,i,spNO.160_i_3403,disgust,0,3403,3409,3418,D:\CASME PROJECT FINAL\CASME3_Dataset\Part_A_ME_clip\Part_A_ME_clip\frame\spNO.160_i_3403,D:\CASME PROJECT FINAL\CASME3_Dataset\Part_A_ME_clip\Part_A_ME_clip\depth\spNO.160_i_3403,4,III,15,16
spNO.160,i,spNO.160_i_3674,disgust,0,3674,3680,3695,D:\CASME PROJECT FINAL\CASME3_Dataset\Part_A_ME_clip\Part_A_ME_clip\frame\spNO.160_i_3674,D:\CASME PROJECT FINAL\CASME3_Dataset\Part_A_ME_clip\Part_A_ME_clip\depth\spNO.160_i_3674,4,III,21,22
spNO.160,i,spNO.160_i_3733,disgust,0,3733,3741,3756,D:\CASME PROJECT FINAL\CASME3_Dataset\Part_A_ME_clip\Part_A_ME_clip\frame\spNO.160_i_3733,D:\CASME PROJECT FINAL\CASME3_Dataset\Part_A_ME_clip\Part_A_ME_clip\depth\spNO.160_i_3733,4,III,23,24
spNO.160,i,spNO.160_i_3770,disgust,0,3770,3776,3788,D:\CASME PROJECT FINAL\CASME3_Dataset\Part_A_ME_clip\Part_A_ME_clip\frame\spNO.160_i_3770,D:\CASME PROJECT FINAL\CASME3_Dataset\Part_A_ME_clip\Part_A_ME_clip\depth\spNO.160_i_3770,4,III,18,19
spNO.160,i,spNO.160_i_3985,disgust,0,3985,3990,3997,D:\CASME PROJECT FINAL\CASME3_Dataset\Part_A_ME_clip\Part_A_ME_clip\frame\spNO.160_i_3985,D:\CASME PROJECT FINAL\CASME3_Dataset\Part_A_ME_clip\Part_A_ME_clip\depth\spNO.160_i_3985,4,III,12,13
spNO.160,i,spNO.160_i_4160,disgust,0,4160,4168,4175,D:\CASME PROJECT FINAL\CASME3_Dataset\Part_A_ME_clip\Part_A_ME_clip\frame\spNO.160_i_4160,D:\CASME PROJECT FINAL\CASME3_Dataset\Part_A_ME_clip\Part_A_ME_clip\depth\spNO.160_i_4160,17+4,VII,15,16
spNO.160,j,spNO.160_j_1623,disgust,0,1623,1627,1634,D:\CASME PROJECT FINAL\CASME3_Dataset\Part_A_ME_clip\Part_A_ME_clip\frame\spNO.160_j_1623,D:\CASME PROJECT FINAL\CASME3_Dataset\Part_A_ME_clip\Part_A_ME_clip\depth\spNO.160_j_1623,4,III,11,12
spNO.160,k,spNO.160_k_2426,disgust,0,2426,2433,2450,D:\CASME PROJECT FINAL\CASME3_Dataset\Part_A_ME_clip\Part_A_ME_clip\frame\spNO.160_k_2426,D:\CASME PROJECT FINAL\CASME3_Dataset\Part_A_ME_clip\Part_A_ME_clip\depth\spNO.160_k_2426,4,III,24,25
spNO.160,k,spNO.160_k_2754,happy,0,2754,2760,2774,D:\CASME PROJECT FINAL\CASME3_Dataset\Part_A_ME_clip\Part_A_ME_clip\frame\spNO.160_k_2754,D:\CASME PROJECT FINAL\CASME3_Dataset\Part_A_ME_clip\Part_A_ME_clip\depth\spNO.160_k_2754,15,V,20,21
spNO.160,l,spNO.160_l_79,sad,0,79,85,93,D:\CASME PROJECT FINAL\CASME3_Dataset\Part_A_ME_clip\Part_A_ME_clip\frame\spNO.160_l_79,D:\CASME PROJECT FINAL\CASME3_Dataset\Part_A_ME_clip\Part_A_ME_clip\depth\spNO.160_l_79,4,III,14,15
spNO.160,l,spNO.160_l_1091,surprise,0,1091,1099,1111,D:\CASME PROJECT FINAL\CASME3_Dataset\Part_A_ME_clip\Part_A_ME_clip\frame\spNO.160_l_1091,D:\CASME PROJECT FINAL\CASME3_Dataset\Part_A_ME_clip\Part_A_ME_clip\depth\spNO.160_l_1091,2+1,II,20,21
spNO.160,l,spNO.160_l_1278,sad,0,1278,1284,1291,D:\CASME PROJECT FINAL\CASME3_Dataset\Part_A_ME_clip\Part_A_ME_clip\frame\spNO.160_l_1278,D:\CASME PROJECT FINAL\CASME3_Dataset\Part_A_ME_clip\Part_A_ME_clip\depth\spNO.160_l_1278,4,III,13,14
spNO.160,m,spNO.160_m_36,disgust,0,36,43,49,D:\CASME PROJECT FINAL\CASME3_Dataset\Part_A_ME_clip\Part_A_ME_clip\frame\spNO.160_m_36,D:\CASME PROJECT FINAL\CASME3_Dataset\Part_A_ME_clip\Part_A_ME_clip\depth\spNO.160_m_36,4,III,13,14
spNO.160,m,spNO.160_m_1261,disgust,0,1261,1267,1282,D:\CASME PROJECT FINAL\CASME3_Dataset\Part_A_ME_clip\Part_A_ME_clip\frame\spNO.160_m_1261,D:\CASME PROJECT FINAL\CASME3_Dataset\Part_A_ME_clip\Part_A_ME_clip\depth\spNO.160_m_1261,4,III,21,22
spNO.160,m,spNO.160_m_1286,disgust,0,1286,1294,1302,D:\CASME PROJECT FINAL\CASME3_Dataset\Part_A_ME_clip\Part_A_ME_clip\frame\spNO.160_m_1286,D:\CASME PROJECT FINAL\CASME3_Dataset\Part_A_ME_clip\Part_A_ME_clip\depth\spNO.160_m_1286,4,III,16,17
spNO.161,f,spNO.161_f_1572,surprise,2,1572,1579,1599,D:\CASME PROJECT FINAL\CASME3_Dataset\Part_A_ME_clip\Part_A_ME_clip\frame\spNO.161_f_1572,D:\CASME PROJECT FINAL\CASME3_Dataset\Part_A_ME_clip\Part_A_ME_clip\depth\spNO.161_f_1572,2+1,II,27,28
spNO.162,b,spNO.162_b_1056,disgust,0,1056,1060,1067,D:\CASME PROJECT FINAL\CASME3_Dataset\Part_A_ME_clip\Part_A_ME_clip\frame\spNO.162_b_1056,D:\CASME PROJECT FINAL\CASME3_Dataset\Part_A_ME_clip\Part_A_ME_clip\depth\spNO.162_b_1056,4,III,11,12
spNO.162,c,spNO.162_c_3059,disgust,0,3059,3067,3077,D:\CASME PROJECT FINAL\CASME3_Dataset\Part_A_ME_clip\Part_A_ME_clip\frame\spNO.162_c_3059,D:\CASME PROJECT FINAL\CASME3_Dataset\Part_A_ME_clip\Part_A_ME_clip\depth\spNO.162_c_3059,4,III,18,19
spNO.162,d,spNO.162_d_26,surprise,0,26,33,49,D:\CASME PROJECT FINAL\CASME3_Dataset\Part_A_ME_clip\Part_A_ME_clip\frame\spNO.162_d_26,D:\CASME PROJECT FINAL\CASME3_Dataset\Part_A_ME_clip\Part_A_ME_clip\depth\spNO.162_d_26,14,VII,23,24
spNO.162,i,spNO.162_i_1663,disgust,0,1663,1666,1673,D:\CASME PROJECT FINAL\CASME3_Dataset\Part_A_ME_clip\Part_A_ME_clip\frame\spNO.162_i_1663,D:\CASME PROJECT FINAL\CASME3_Dataset\Part_A_ME_clip\Part_A_ME_clip\depth\spNO.162_i_1663,4,III,10,11
spNO.162,i,spNO.162_i_3898,anger,0,3898,3900,3932,D:\CASME PROJECT FINAL\CASME3_Dataset\Part_A_ME_clip\Part_A_ME_clip\frame\spNO.162_i_3898,D:\CASME PROJECT FINAL\CASME3_Dataset\Part_A_ME_clip\Part_A_ME_clip\depth\spNO.162_i_3898,14,VII,34,35
spNO.162,i,spNO.162_i_4008,disgust,0,4008,4010,4016,D:\CASME PROJECT FINAL\CASME3_Dataset\Part_A_ME_clip\Part_A_ME_clip\frame\spNO.162_i_4008,D:\CASME PROJECT FINAL\CASME3_Dataset\Part_A_ME_clip\Part_A_ME_clip\depth\spNO.162_i_4008,4,III,8,9
spNO.162,i,spNO.162_i_4177,disgust,0,4177,4184,4192,D:\CASME PROJECT FINAL\CASME3_Dataset\Part_A_ME_clip\Part_A_ME_clip\frame\spNO.162_i_4177,D:\CASME PROJECT FINAL\CASME3_Dataset\Part_A_ME_clip\Part_A_ME_clip\depth\spNO.162_i_4177,4,III,15,16
spNO.162,m,spNO.162_m_191,disgust,0,191,197,206,D:\CASME PROJECT FINAL\CASME3_Dataset\Part_A_ME_clip\Part_A_ME_clip\frame\spNO.162_m_191,D:\CASME PROJECT FINAL\CASME3_Dataset\Part_A_ME_clip\Part_A_ME_clip\depth\spNO.162_m_191,4,III,15,16
spNO.163,e,spNO.163_e_600,happy,0,600,607,618,D:\CASME PROJECT FINAL\CASME3_Dataset\Part_A_ME_clip\Part_A_ME_clip\frame\spNO.163_e_600,D:\CASME PROJECT FINAL\CASME3_Dataset\Part_A_ME_clip\Part_A_ME_clip\depth\spNO.163_e_600,R14,VII,18,19
spNO.165,a,spNO.165_a_728,disgust,0,728,736,790,D:\CASME PROJECT FINAL\CASME3_Dataset\Part_A_ME_clip\Part_A_ME_clip\frame\spNO.165_a_728,D:\CASME PROJECT FINAL\CASME3_Dataset\Part_A_ME_clip\Part_A_ME_clip\depth\spNO.165_a_728,17,VII,62,63
spNO.165,b,spNO.165_b_31,disgust,0,31,38,52,D:\CASME PROJECT FINAL\CASME3_Dataset\Part_A_ME_clip\Part_A_ME_clip\frame\spNO.165_b_31,D:\CASME PROJECT FINAL\CASME3_Dataset\Part_A_ME_clip\Part_A_ME_clip\depth\spNO.165_b_31,4,III,21,22
spNO.165,c,spNO.165_c_447,surprise,0,447,453,462,D:\CASME PROJECT FINAL\CASME3_Dataset\Part_A_ME_clip\Part_A_ME_clip\frame\spNO.165_c_447,D:\CASME PROJECT FINAL\CASME3_Dataset\Part_A_ME_clip\Part_A_ME_clip\depth\spNO.165_c_447,17+14,VII,15,16
spNO.165,c,spNO.165_c_945,disgust,0,945,949,954,D:\CASME PROJECT FINAL\CASME3_Dataset\Part_A_ME_clip\Part_A_ME_clip\frame\spNO.165_c_945,D:\CASME PROJECT FINAL\CASME3_Dataset\Part_A_ME_clip\Part_A_ME_clip\depth\spNO.165_c_945,2+1,II,9,10
spNO.165,e,spNO.165_e_7,disgust,0,7,11,19,D:\CASME PROJECT FINAL\CASME3_Dataset\Part_A_ME_clip\Part_A_ME_clip\frame\spNO.165_e_7,D:\CASME PROJECT FINAL\CASME3_Dataset\Part_A_ME_clip\Part_A_ME_clip\depth\spNO.165_e_7,4,III,12,13
spNO.165,f,spNO.165_f_2090,others,0,2090,2095,2102,D:\CASME PROJECT FINAL\CASME3_Dataset\Part_A_ME_clip\Part_A_ME_clip\frame\spNO.165_f_2090,D:\CASME PROJECT FINAL\CASME3_Dataset\Part_A_ME_clip\Part_A_ME_clip\depth\spNO.165_f_2090,17,VII,12,13
spNO.165,f,spNO.165_f_2154,fear,0,2154,2160,2313,D:\CASME PROJECT FINAL\CASME3_Dataset\Part_A_ME_clip\Part_A_ME_clip\frame\spNO.165_f_2154,D:\CASME PROJECT FINAL\CASME3_Dataset\Part_A_ME_clip\Part_A_ME_clip\depth\spNO.165_f_2154,4,III,159,160
spNO.165,g,spNO.165_g_2539,anger,0,2539,2542,2549,D:\CASME PROJECT FINAL\CASME3_Dataset\Part_A_ME_clip\Part_A_ME_clip\frame\spNO.165_g_2539,D:\CASME PROJECT FINAL\CASME3_Dataset\Part_A_ME_clip\Part_A_ME_clip\depth\spNO.165_g_2539,L14,VII,10,11
spNO.165,j,spNO.165_j_78,disgust,0,78,86,116,D:\CASME PROJECT FINAL\CASME3_Dataset\Part_A_ME_clip\Part_A_ME_clip\frame\spNO.165_j_78,D:\CASME PROJECT FINAL\CASME3_Dataset\Part_A_ME_clip\Part_A_ME_clip\depth\spNO.165_j_78,4,III,38,39
spNO.165,k,spNO.165_k_2024,disgust,0,2024,2031,2039,D:\CASME PROJECT FINAL\CASME3_Dataset\Part_A_ME_clip\Part_A_ME_clip\frame\spNO.165_k_2024,D:\CASME PROJECT FINAL\CASME3_Dataset\Part_A_ME_clip\Part_A_ME_clip\depth\spNO.165_k_2024,9+6+4,VII,15,16
spNO.166,b,spNO.166_b_68,surprise,3,68,74,326,D:\CASME PROJECT FINAL\CASME3_Dataset\Part_A_ME_clip\Part_A_ME_clip\frame\spNO.166_b_68,D:\CASME PROJECT FINAL\CASME3_Dataset\Part_A_ME_clip\Part_A_ME_clip\depth\spNO.166_b_68,2+1,II,258,259
